unit,actual_rul,predicted_rul_mean,predicted_rul_median,mc_standard_deviation,raw_percentile_05,raw_percentile_95,calibrated_lower_bound,calibrated_upper_bound,interval_width,prediction_error,absolute_error,confidence,health_status,recommendation,actual_inside_interval,ridge_prediction,model_disagreement,disagreement_level,conservative_rul,engine_condition,prediction_trust,review_flag,risk_score,operational_action,condition_priority,review_priority
64,28.0,23.09930229187012,22.384567260742188,5.476573944091797,15.65435028076172,33.019134521484375,14.2100830078125,31.98852157592773,17.778438568115234,-4.900697708129883,4.900697708129883,Medium,Warning,Immediate inspection recommended,True,29.152527,6.0532247081298785,Low,14.2100830078125,Critical,High,Not required,88.63193359375,Inspect immediately and restrict continued operation until the engine condition is verified.,1,3
3,69.0,44.67302703857422,43.792423248291016,11.120516777038574,30.42106437683105,61.6101188659668,28.037389755249023,61.30866241455078,33.271270751953125,-24.32697296142578,24.32697296142578,Low,Warning,Plan maintenance soon,False,67.60764,22.934612961425785,High,28.037389755249023,Warning,Low,Required,100.0,Schedule maintenance at the earliest practical opportunity and increase inspection frequency. Manual engineering review is required before relying on the predicted RUL.,2,1
93,85.0,43.259521484375,42.143096923828125,10.597509384155272,27.288387298583984,62.29775619506836,27.34172248840332,59.17732238769531,31.835599899291992,-41.740478515625,41.740478515625,Low,Warning,Plan maintenance soon,False,64.06754,20.808018515624994,High,27.34172248840332,Warning,Low,Required,100.0,Schedule maintenance at the earliest practical opportunity and increase inspection frequency. Manual engineering review is required before relying on the predicted RUL.,2,1
84,58.0,65.79792785644531,65.48223876953125,15.420119285583496,42.14402389526367,93.80519104003906,43.26100540161133,88.33485412597656,45.073848724365234,7.797927856445312,7.797927856445312,Low,Monitor,Manual review required,True,76.95627,11.158342143554691,Medium,43.26100540161133,Warning,Low,Required,92.39119567871094,Schedule maintenance at the earliest practical opportunity and increase inspection frequency. Manual engineering review is required before relying on the predicted RUL.,2,1
98,59.0,68.70337677001953,67.93240356445312,17.100482940673828,44.16569519042969,105.96997833251952,43.86012268066406,93.546630859375,49.68650817871094,9.703376770019531,9.703376770019531,Low,Monitor,Manual review required,True,77.70619,9.002813229980475,Low,43.86012268066406,Warning,Low,Required,84.91190185546876,Schedule maintenance at the earliest practical opportunity and increase inspection frequency. Manual engineering review is required before relying on the predicted RUL.,2,1
58,37.0,39.8781623840332,39.55901336669922,9.411840438842772,24.20833396911621,55.16049957275391,25.58771514892578,54.16860961914063,28.580894470214844,2.878162384033203,2.878162384033203,Medium,Warning,Plan maintenance soon,True,57.54653,17.668367615966794,Medium,25.58771514892578,Warning,Medium,Recommended,93.52982788085937,Schedule maintenance at the earliest practical opportunity and increase inspection frequency. Engineering review is recommended because the prediction contains elevated uncertainty.,2,2
46,47.0,37.44493103027344,37.045448303222656,7.337220668792725,25.86103057861328,47.8699951171875,26.001937866210938,48.88792419433594,22.885986328125,-9.555068969726562,9.555068969726562,Medium,Warning,Plan maintenance soon,True,54.37339,16.928458969726563,Medium,26.001937866210938,Warning,Medium,Recommended,93.19844970703124,Schedule maintenance at the earliest practical opportunity and increase inspection frequency. Engineering review is recommended because the prediction contains elevated uncertainty.,2,2
38,50.0,52.46101379394531,50.81645584106445,13.41207790374756,33.708553314208984,75.93013000488281,32.68016815185547,72.24185943603516,39.56169128417969,2.4610137939453125,2.4610137939453125,Low,Monitor,Manual review required,True,65.538124,13.077110206054684,Medium,32.68016815185547,Warning,Medium,Recommended,92.85586547851562,Schedule maintenance at the earliest practical opportunity and increase inspection frequency. Engineering review is recommended because the prediction contains elevated uncertainty.,2,2
43,59.0,66.17779541015625,67.55357360839844,14.996514320373535,41.51874542236328,88.59400177001953,44.2222785949707,88.13331604003906,43.91103744506836,7.17779541015625,7.17779541015625,Low,Monitor,Manual review required,True,77.23249,11.054694589843749,Medium,44.2222785949707,Warning,Medium,Recommended,83.62217712402344,Schedule maintenance at the earliest practical opportunity and increase inspection frequency. Engineering review is recommended because the prediction contains elevated uncertainty.,2,2
72,50.0,60.87736892700195,59.84217071533203,10.274758338928224,46.1422233581543,78.4821548461914,45.40254974365234,76.35218811035156,30.94963836669922,10.877368927001951,10.877368927001951,Low,Monitor,Manual review required,True,76.616394,15.739025072998047,Medium,45.40254974365234,Warning,Medium,Recommended,77.67796020507814,Schedule maintenance at the earliest practical opportunity and increase inspection frequency. Engineering review is recommended because the prediction contains elevated uncertainty.,2,2
45,114.0,64.61746978759766,64.0001449584961,13.475433349609377,45.66762161254883,88.58799743652344,44.74966430664063,84.48527526855469,39.73561096191406,-49.38253021240234,49.38253021240234,Low,Monitor,Manual review required,False,73.08087,8.463400212402348,Low,44.74966430664063,Warning,Medium,Recommended,76.2002685546875,Schedule maintenance at the earliest practical opportunity and increase inspection frequency. Engineering review is recommended because the prediction contains elevated uncertainty.,2,2
94,55.0,68.85102844238281,67.22618103027344,14.309904098510742,46.3475456237793,94.30744934082033,47.83789825439453,89.8641586303711,42.02626037597656,13.851028442382812,13.851028442382812,Low,Monitor,Manual review required,True,72.33947,3.488441557617193,Low,47.83789825439453,Warning,Medium,Recommended,73.72968139648438,Schedule maintenance at the earliest practical opportunity and increase inspection frequency. Engineering review is recommended because the prediction contains elevated uncertainty.,2,2
52,29.0,40.25337219238281,40.83565521240234,9.954425811767578,24.15969657897949,54.84717559814453,25.21821594238281,55.28852844238281,30.0703125,11.253372192382812,11.253372192382812,Medium,Warning,Plan maintenance soon,True,43.377605,3.12423280761719,Low,25.21821594238281,Warning,Medium,Not required,86.82542724609375,Schedule maintenance at the earliest practical opportunity and increase inspection frequency.,2,3
53,26.0,31.330245971679688,31.585134506225582,7.095365047454834,20.24169540405273,42.883785247802734,20.21920394897461,42.441287994384766,22.22208404541016,5.330245971679688,5.330245971679688,Medium,Warning,Plan maintenance soon,True,37.349792,6.019546028320313,Low,20.21920394897461,Warning,High,Not required,83.8246368408203,Schedule maintenance at the earliest practical opportunity and increase inspection frequency.,2,3
41,18.0,30.652271270751957,30.114425659179688,6.054852485656738,20.50881576538086,41.27842712402344,20.96935272216797,40.33518981933594,19.36583709716797,12.652271270751951,12.652271270751951,Medium,Warning,Plan maintenance soon,False,34.51847,3.866198729248044,Low,20.96935272216797,Warning,High,Not required,83.22451782226562,Schedule maintenance at the earliest practical opportunity and increase inspection frequency.,2,3
18,28.0,33.612606048583984,33.12892150878906,7.143327713012695,22.74934959411621,44.5897331237793,22.43573570251465,44.78947448730469,22.35373878479004,5.612606048583984,5.612606048583984,Medium,Warning,Plan maintenance soon,True,38.98146,5.368853951416014,Low,22.43573570251465,Warning,High,Not required,82.05141143798829,Schedule maintenance at the earliest practical opportunity and increase inspection frequency.,2,3
37,21.0,36.76628494262695,37.65877532958984,6.7829766273498535,25.81717872619629,46.87474822998047,26.084003448486328,47.44856643676758,21.36456298828125,15.766284942626951,15.766284942626951,Medium,Warning,Plan maintenance soon,False,31.299614,5.466670942626955,Low,26.084003448486328,Warning,High,Not required,79.13279724121094,Schedule maintenance at the earliest practical opportunity and increase inspection frequency.,2,3
62,54.0,48.10026931762695,48.16590118408203,8.370471954345703,32.8948860168457,59.95466613769531,35.23912048339844,60.96141815185547,25.72229766845703,-5.899730682373047,5.899730682373047,Medium,Warning,Plan maintenance soon,True,45.856037,2.2442323176269525,Low,35.23912048339844,Warning,Medium,Not required,78.80870361328124,Schedule maintenance at the earliest practical opportunity and increase inspection frequency.,2,3
17,50.0,59.408424377441406,59.94495391845703,10.468957901000977,43.93197250366211,74.88904571533203,43.66706466674805,75.1497802734375,31.482715606689453,9.408424377441406,9.408424377441406,Low,Monitor,Manual review required,True,61.56128,2.15285562255859,Low,43.66706466674805,Warning,Medium,Not required,72.06634826660157,Schedule maintenance at the earliest practical opportunity and increase inspection frequency.,2,3
32,48.0,60.984161376953125,60.3393440246582,9.237882614135742,45.2375602722168,77.57405853271484,46.93247604370117,75.03585052490234,28.10337448120117,12.984161376953123,12.984161376953123,Medium,Monitor,Increase monitoring frequency,True,58.518112,2.466049376953123,Low,46.93247604370117,Warning,Medium,Not required,69.45401916503906,Schedule maintenance at the earliest practical opportunity and increase inspection frequency.,2,3
79,63.0,81.47805786132812,77.07054138183594,21.911800384521484,49.48687362670898,122.57644653320312,50.03118133544922,112.92493438720705,62.89375305175781,18.478057861328125,18.478057861328125,Low,Healthy,Manual review required,True,92.57232,11.09426213867188,Medium,50.03118133544922,Monitor,Low,Required,91.97505493164063,Continue operation with enhanced monitoring and repeat the RUL assessment after additional cycles. Manual engineering review is required before relying on the predicted RUL.,3,1
21,57.0,76.1219253540039,74.78602600097656,14.694270133972168,54.24468994140625,103.47920989990234,54.58124542236328,97.66260528564452,43.08135986328125,19.121925354003903,19.121925354003903,Low,Monitor,Manual review required,True,98.3087,22.186774645996096,High,54.58124542236328,Monitor,Low,Required,91.33500366210937,Continue operation with enhanced monitoring and repeat the RUL assessment after additional cycles. Manual engineering review is required before relying on the predicted RUL.,3,1
11,97.0,77.90478515625,75.39385986328125,17.972225189208984,52.41306686401367,106.7940902709961,51.86505126953125,103.94451904296876,52.0794677734375,-19.09521484375,19.09521484375,Low,Monitor,Manual review required,True,88.22659,10.321804843750002,Medium,51.86505126953125,Monitor,Low,Required,90.507958984375,Continue operation with enhanced monitoring and repeat the RUL assessment after additional cycles. Manual engineering review is required before relying on the predicted RUL.,3,1
27,66.0,78.90569305419922,78.5583267211914,16.722312927246094,53.1773567199707,109.2890167236328,54.581485748291016,103.22990417480467,48.64841842651367,12.90569305419922,12.90569305419922,Low,Monitor,Manual review required,True,93.57467,14.668976945800779,Medium,54.581485748291016,Monitor,Low,Required,83.33481140136718,Continue operation with enhanced monitoring and repeat the RUL assessment after additional cycles. Manual engineering review is required before relying on the predicted RUL.,3,1
4,82.0,82.86186218261719,81.58183288574219,17.670724868774414,55.6795654296875,113.3460922241211,57.235939025878906,108.48778533935548,51.25184631347656,0.8618621826171875,0.8618621826171875,Low,Healthy,Manual review required,True,84.93013,2.068267817382818,Low,57.235939025878906,Monitor,Low,Required,79.21124877929688,Continue operation with enhanced monitoring and repeat the RUL assessment after additional cycles. Manual engineering review is required before relying on the predicted RUL.,3,1
97,82.0,85.62064361572266,85.98637390136719,15.580453872680664,61.85092544555664,105.2274932861328,62.8636589050293,108.37762451171876,45.51396560668945,3.620643615722656,3.620643615722656,Low,Healthy,Manual review required,True,98.040405,12.41976138427735,Medium,62.8636589050293,Monitor,Low,Required,76.70907287597657,Continue operation with enhanced monitoring and repeat the RUL assessment after additional cycles. Manual engineering review is required before relying on the predicted RUL.,3,1
30,115.0,96.1337432861328,96.78938293457033,17.751689910888672,66.7551498413086,124.60652923583984,70.39669799804688,121.87078857421876,51.47409057617188,-18.866256713867188,18.866256713867188,Low,Healthy,Manual review required,True,96.81391,0.6801667138672087,Low,70.39669799804688,Monitor,Low,Required,68.6826416015625,Continue operation with enhanced monitoring and repeat the RUL assessment after additional cycles. Manual engineering review is required before relying on the predicted RUL.,3,1
29,90.0,98.36717987060548,101.55608367919922,17.468727111816406,68.6015625,125.0,73.01850891113281,123.71585083007812,50.69734191894531,8.367179870605469,8.367179870605469,Low,Healthy,Manual review required,True,97.80436,0.5628198706054803,Low,73.01850891113281,Monitor,Low,Required,66.58519287109374,Continue operation with enhanced monitoring and repeat the RUL assessment after additional cycles. Manual engineering review is required before relying on the predicted RUL.,3,1
80,90.0,90.61485290527344,89.82410430908203,15.511921882629396,65.32371520996094,115.24788665771484,67.95193481445312,113.27777099609376,45.32583618164063,0.6148529052734375,0.6148529052734375,Low,Healthy,Manual review required,True,89.299835,1.3150179052734359,Low,67.95193481445312,Monitor,Low,Required,65.6384521484375,Continue operation with enhanced monitoring and repeat the RUL assessment after additional cycles. Manual engineering review is required before relying on the predicted RUL.,3,1
70,94.0,103.1984634399414,106.10845184326172,17.495288848876953,71.86809539794922,125.0,77.8133316040039,125.0,47.186668395996094,9.198463439941406,9.198463439941406,Low,Healthy,Manual review required,True,92.9908,10.207663439941413,Medium,77.8133316040039,Monitor,Low,Required,64.74933471679688,Continue operation with enhanced monitoring and repeat the RUL assessment after additional cycles. Manual engineering review is required before relying on the predicted RUL.,3,1
5,91.0,103.55697631835938,106.6329116821289,16.365676879882812,75.57041931152344,125.0,79.72225952148438,125.0,45.277740478515625,12.556976318359377,12.556976318359377,Low,Healthy,Manual review required,True,91.751434,11.805542318359372,Medium,79.72225952148438,Monitor,Low,Required,63.2221923828125,Continue operation with enhanced monitoring and repeat the RUL assessment after additional cycles. Manual engineering review is required before relying on the predicted RUL.,3,1
19,87.0,100.3254165649414,102.06037902832033,16.051164627075195,72.48463439941406,124.5486831665039,76.92237091064453,123.72846221923828,46.80609130859375,13.325416564941406,13.325416564941406,Low,Healthy,Manual review required,True,103.67772,3.3523034350585874,Low,76.92237091064453,Monitor,Low,Required,58.462103271484374,Continue operation with enhanced monitoring and repeat the RUL assessment after additional cycles. Manual engineering review is required before relying on the predicted RUL.,3,1
95,125.0,102.54582214355467,104.38187408447266,16.97745132446289,72.73943328857422,125.0,77.87142944335938,125.0,47.12857055664063,-22.454177856445312,22.454177856445312,Low,Healthy,Manual review required,True,105.65919,3.113367856445322,Low,77.87142944335938,Monitor,Low,Required,57.702856445312506,Continue operation with enhanced monitoring and repeat the RUL assessment after additional cycles. Manual engineering review is required before relying on the predicted RUL.,3,1
69,121.0,106.24646759033205,109.7784652709961,18.94491577148437,64.9822006225586,125.0,78.87169647216797,125.0,46.12830352783203,-14.753532409667969,14.753532409667969,Low,Healthy,Manual review required,True,113.17466,6.9281924096679575,Low,78.87169647216797,Monitor,Low,Required,56.90264282226563,Continue operation with enhanced monitoring and repeat the RUL assessment after additional cycles. Manual engineering review is required before relying on the predicted RUL.,3,1
57,103.0,104.9174575805664,107.2135009765625,17.5892276763916,75.10122680664062,125.0,79.40339660644531,125.0,45.59660339355469,1.9174575805664065,1.9174575805664065,Low,Healthy,Manual review required,True,99.45689,5.460567580566405,Low,79.40339660644531,Monitor,Low,Required,56.47728271484375,Continue operation with enhanced monitoring and repeat the RUL assessment after additional cycles. Manual engineering review is required before relying on the predicted RUL.,3,1
48,92.0,105.78683471679688,110.84111785888672,18.203575134277344,66.57115173339844,125.0,79.4295654296875,125.0,45.5704345703125,13.786834716796877,13.786834716796877,Low,Healthy,Manual review required,True,97.93152,7.855314716796869,Low,79.4295654296875,Monitor,Low,Required,56.456347656249996,Continue operation with enhanced monitoring and repeat the RUL assessment after additional cycles. Manual engineering review is required before relying on the predicted RUL.,3,1
14,107.0,105.4902114868164,108.9317626953125,17.75106430053711,74.30413818359375,125.0,79.7540283203125,125.0,45.2459716796875,-1.5097885131835938,1.5097885131835938,Low,Healthy,Manual review required,True,112.43989,6.949678513183599,Low,79.7540283203125,Monitor,Low,Required,56.19677734375,Continue operation with enhanced monitoring and repeat the RUL assessment after additional cycles. Manual engineering review is required before relying on the predicted RUL.,3,1
63,72.0,72.71502685546875,71.96730041503906,13.181394577026367,53.98143005371094,92.91439819335938,53.25079727172852,92.17926025390624,38.92846298217773,0.71502685546875,0.71502685546875,Low,Monitor,Manual review required,True,91.993515,19.278488144531252,Medium,53.25079727172852,Monitor,Medium,Recommended,76.39936218261718,Continue operation with enhanced monitoring and repeat the RUL assessment after additional cycles. Engineering review is recommended because the prediction contains elevated uncertainty.,3,2
13,95.0,72.56292724609375,71.58280944824219,14.45455551147461,50.33467864990234,99.74527740478516,51.35125732421875,93.77459716796876,42.42333984375,-22.43707275390625,22.43707275390625,Low,Monitor,Manual review required,False,80.364136,7.801208753906252,Low,51.35125732421875,Monitor,Medium,Recommended,70.918994140625,Continue operation with enhanced monitoring and repeat the RUL assessment after additional cycles. Engineering review is recommended because the prediction contains elevated uncertainty.,3,2
10,96.0,93.7763442993164,93.51407623291016,14.809408187866213,69.03348541259766,119.22308349609376,72.07763671875,115.4750518798828,43.39741516113281,-2.2236557006835938,2.2236557006835938,Low,Healthy,Manual review required,True,93.388306,0.3880382993164062,Low,72.07763671875,Monitor,Medium,Recommended,54.337890625,Continue operation with enhanced monitoring and repeat the RUL assessment after additional cycles. Engineering review is recommended because the prediction contains elevated uncertainty.,3,2
78,107.0,116.1221694946289,123.50354766845705,12.201011657714844,92.1589126586914,125.0,98.00353240966795,125.0,26.99646759033203,9.122169494628906,9.122169494628906,Low,Healthy,Manual review required,True,140.1874,24.06523050537109,High,98.00353240966795,Healthy,Low,Required,51.59717407226563,Continue normal operation and routine condition monitoring. Manual engineering review is required before relying on the predicted RUL.,4,1
8,95.0,105.0449447631836,106.38365173339844,17.234983444213867,70.5842514038086,125.0,80.01708984375,125.0,44.98291015625,10.044944763183594,10.044944763183594,Low,Healthy,Manual review required,True,92.12198,12.9229647631836,Medium,80.01708984375,Healthy,Low,Recommended,62.986328125,Continue normal operation and routine condition monitoring. Engineering review is recommended because the prediction contains elevated uncertainty.,4,2
74,125.0,107.1619110107422,107.56770324707033,15.881146430969238,77.8083267211914,125.0,83.99221801757812,125.0,41.00778198242188,-17.838088989257812,17.838088989257812,Low,Healthy,Manual review required,True,95.955,11.206911010742203,Medium,83.99221801757812,Healthy,Low,Recommended,59.8062255859375,Continue normal operation and routine condition monitoring. Engineering review is recommended because the prediction contains elevated uncertainty.,4,2
51,114.0,108.67172241210938,109.95281982421876,15.432731628417969,78.66026306152344,125.0,86.11749267578125,125.0,38.88250732421875,-5.328277587890625,5.328277587890625,Low,Healthy,Manual review required,True,96.40285,12.268872412109374,Medium,86.11749267578125,Healthy,Low,Recommended,58.106005859374996,Continue normal operation and routine condition monitoring. Engineering review is recommended because the prediction contains elevated uncertainty.,4,2
44,109.0,110.15768432617188,111.5548095703125,15.102372169494627,83.78082275390625,125.0,88.05687713623047,125.0,36.94312286376953,1.157684326171875,1.157684326171875,Low,Healthy,Manual review required,True,97.87547,12.282214326171868,Medium,88.05687713623047,Healthy,Low,Recommended,56.55449829101563,Continue normal operation and routine condition monitoring. Engineering review is recommended because the prediction contains elevated uncertainty.,4,2
7,91.0,103.78477478027344,106.52891540527344,16.287874221801758,78.80949401855469,125.0,80.05683898925781,125.0,44.94316101074219,12.784774780273438,12.784774780273438,Low,Healthy,Manual review required,True,99.88128,3.9034947802734337,Low,80.05683898925781,Healthy,Low,Recommended,55.95452880859376,Continue normal operation and routine condition monitoring. Engineering review is recommended because the prediction contains elevated uncertainty.,4,2
96,125.0,107.70770263671876,114.84359741210938,18.59708023071289,69.62255859375,125.0,80.81034088134766,125.0,44.18965911865234,-17.29229736328125,17.29229736328125,Low,Healthy,Manual review required,True,103.31112,4.396582636718762,Low,80.81034088134766,Healthy,Low,Recommended,55.35172729492187,Continue normal operation and routine condition monitoring. Engineering review is recommended because the prediction contains elevated uncertainty.,4,2
12,124.0,103.79412078857422,106.4608154296875,15.592931747436523,72.78256225585938,125.0,81.02001190185547,125.0,43.97998809814453,-20.20587921142578,20.20587921142578,Low,Healthy,Manual review required,True,98.997604,4.796516788574223,Low,81.02001190185547,Healthy,Low,Recommended,55.183990478515625,Continue normal operation and routine condition monitoring. Engineering review is recommended because the prediction contains elevated uncertainty.,4,2
47,125.0,106.46173095703124,107.8874282836914,17.163745880126953,75.4578628540039,125.0,81.53164672851562,125.0,43.468353271484375,-18.53826904296875,18.53826904296875,Low,Healthy,Manual review required,True,108.385574,1.9238430429687696,Low,81.53164672851562,Healthy,Low,Recommended,54.7746826171875,Continue normal operation and routine condition monitoring. Engineering review is recommended because the prediction contains elevated uncertainty.,4,2
