unit,observed_cycles,recent_window_used,initial_predicted_rul,final_predicted_rul,all_history_slope,recent_slope,recent_degradation_rate,recent_predicted_drop,recent_expected_drop,recent_decline_ratio,recent_prediction_range,recent_prediction_std,recent_residual_std,monotonicity_violation_rate,flat_step_rate,large_jump_count,largest_single_cycle_jump,trajectory_flag,raw_final_actual_rul,final_actual_rul,final_prediction_error,final_absolute_error
62,232,20,123.98094177246094,43.23499298095703,-0.2255407763619826,-1.2441348312492604,1.2441348312492604,28.557334899902344,19.0,1.5030176263106496,31.203628540039062,7.651901482475268,2.661741843814534,0.21052631578947367,0.10526315789473684,0,6.465476989746094,Consistent degradation,54.0,54.0,-10.765007019042969,10.765007019042969
66,147,20,123.9491958618164,23.683673858642578,-0.8035843988490975,-0.32186738638053264,0.32186738638053264,7.554176330566406,19.0,0.3975882279245477,7.554176330566406,2.0932302585077056,0.9679664177124219,0.10526315789473684,0.3684210526315789,0,2.5488243103027344,Consistent degradation,14.0,14.0,9.683673858642578,9.683673858642578
68,187,20,121.47594451904297,8.368096351623535,-0.6393392339298316,-1.0576442869086002,1.0576442869086002,18.175585746765137,19.0,0.9566097761455336,18.389302253723145,6.216133969226275,1.2027016347198807,0.05263157894736842,0.3157894736842105,0,3.6080703735351562,Consistent degradation,8.0,8.0,0.36809635162353516,0.36809635162353516
72,131,20,123.24175262451172,59.56230545043945,-0.4111856383902657,-1.4365834228974552,1.4365834228974552,25.96627426147461,19.0,1.3666460137618215,30.30547332763672,8.990472158419408,3.4940195945979475,0.2631578947368421,0.15789473684210525,1,12.460517883300781,Consistent degradation,50.0,50.0,9.562305450439453,9.562305450439453
76,205,20,122.45763397216797,9.06316089630127,-0.5736833118179894,-0.9144751125708547,0.9144751125708547,18.468974113464355,19.0,0.972051269129703,18.468974113464355,5.337366248573073,0.8256368140110387,0.0,0.3157894736842105,0,2.363801956176758,Consistent degradation,10.0,10.0,-0.9368391036987305,0.9368391036987305
81,213,20,117.43409729003906,9.79885482788086,-0.5481042658835533,-0.681137402613361,0.681137402613361,15.724281311035156,19.0,0.8275937532123766,15.724281311035156,4.055415391341748,1.010008730229079,0.05263157894736842,0.3684210526315789,0,4.443356513977051,Consistent degradation,8.0,8.0,1.7988548278808594,1.7988548278808594
82,162,20,118.86897277832031,9.590707778930664,-0.668054304530325,-1.0133722893277515,1.0133722893277515,19.919944763183594,19.0,1.0484181454307155,19.919944763183594,5.921940904465274,0.9613434002122081,0.05263157894736842,0.15789473684210525,0,2.8365631103515625,Consistent degradation,9.0,9.0,0.5907077789306641,0.5907077789306641
90,146,20,118.2397232055664,24.477121353149414,-0.6344482079691147,-0.5849206178708188,0.5849206178708188,16.80694007873535,19.0,0.88457579361765,16.80694007873535,4.41068196288835,2.8422213287327738,0.15789473684210525,0.2631578947368421,0,6.877586364746094,Consistent degradation,28.0,28.0,-3.522878646850586,3.522878646850586
91,234,20,108.91574096679688,27.784709930419922,-0.36966723362291604,-1.0940663703402127,1.0940663703402127,15.933555603027344,19.0,0.8386081896330181,19.032962799072266,6.651816640020158,2.1088003597687637,0.15789473684210525,0.2631578947368421,0,4.359828948974609,Consistent degradation,38.0,38.0,-10.215290069580078,10.215290069580078
92,150,20,88.52275085449219,21.210155487060547,-0.6281550301771773,-0.9801847701682176,0.9801847701682176,26.45682144165039,19.0,1.3924642864026522,26.45682144165039,6.7654539563524345,3.718336271574496,0.2631578947368421,0.10526315789473684,0,6.866436004638672,Consistent degradation,20.0,20.0,1.2101554870605469,1.2101554870605469
93,244,20,113.88975524902344,43.3449821472168,-0.24569490765027882,-0.510376128576751,0.510376128576751,12.173912048339844,19.0,0.6407322130705181,14.964698791503906,4.2206853955300545,3.02540891507126,0.3157894736842105,0.10526315789473684,0,6.7092132568359375,Consistent degradation,85.0,85.0,-41.6550178527832,41.6550178527832
95,89,20,123.93303680419922,101.51253509521484,-0.15498643705623316,-0.8163295659803764,0.8163295659803764,8.416526794433594,19.0,0.44297509444387334,21.994613647460938,6.185650696228237,4.013063088961199,0.42105263157894735,0.10526315789473684,0,7.3375396728515625,Consistent degradation,128.0,125.0,-23.487464904785156,23.487464904785156
96,97,20,121.64575958251953,114.98872375488281,-0.053829124895316736,-0.4371353321505673,0.4371353321505673,5.7137908935546875,19.0,0.30072583650287826,8.863876342773438,2.92396841464085,1.4818699709788892,0.15789473684210525,0.42105263157894735,0,3.420806884765625,Consistent degradation,137.0,125.0,-10.011276245117188,10.011276245117188
97,134,20,119.39254760742188,82.13143157958984,-0.11451378364759363,-0.9044799862051373,0.9044799862051373,29.88434600830078,19.0,1.5728603162263568,36.458763122558594,7.7669899055337615,5.755418115271528,0.3157894736842105,0.10526315789473684,1,23.285301208496094,Consistent degradation,82.0,82.0,0.13143157958984375,0.13143157958984375
2,49,20,114.0106201171875,113.80567169189453,-0.0232481524409069,0.06298377818631062,-0.06298377818631062,-1.3447723388671875,19.0,-0.07077749151932566,5.181571960449219,1.1787292981512194,1.1213837259648771,0.15789473684210525,0.631578947368421,0,3.5456695556640625,High-RUL plateau — review,98.0,98.0,15.805671691894531,15.805671691894531
8,166,20,122.72760009765625,108.9859390258789,-0.059225126323610544,-0.06188500770052548,0.06188500770052548,-3.7225418090820312,19.0,-0.1959232531095806,7.384857177734375,1.9570484762858824,1.9242399569989348,0.3157894736842105,0.3157894736842105,0,6.88861083984375,High-RUL plateau — review,95.0,95.0,13.985939025878906,13.985939025878906
9,55,20,114.19940185546875,113.6546401977539,-0.02315829498599466,0.01084259147931026,-0.01084259147931026,-1.8314743041992188,19.0,-0.09639338443153783,2.4480743408203125,0.68718300927179,0.6843329297313988,0.10526315789473684,0.5789473684210527,0,1.4021682739257812,High-RUL plateau — review,111.0,111.0,2.6546401977539062,2.6546401977539062
12,217,20,122.71571350097656,106.12698364257812,-0.08339671594665884,1.40969097739772,-1.40969097739772,-16.804443359375,19.0,-0.8844443873355263,35.529808044433594,10.216202011095428,6.188330215866437,0.5263157894736842,0.05263157894736842,0,7.72509765625,High-RUL plateau — review,124.0,124.0,-17.873016357421875,17.873016357421875
14,46,20,107.55868530273438,111.80850219726562,0.02646593581442792,-0.02170057942096296,0.02170057942096296,0.6225204467773438,19.0,0.03276423404091283,3.3579864501953125,0.813550955732635,0.8038701567597221,0.10526315789473684,0.5263157894736842,0,1.822845458984375,High-RUL plateau — review,107.0,107.0,4.808502197265625,4.808502197265625
16,113,20,123.75922393798828,103.67164611816406,-0.11304135576075999,-0.27437994247092234,0.27437994247092234,6.511566162109375,19.0,0.34271400853207235,12.763389587402344,3.5096255326906274,3.1327729965806537,0.21052631578947367,0.3157894736842105,0,8.683982849121094,High-RUL plateau — review,84.0,84.0,19.671646118164062,19.671646118164062
19,135,20,123.9494857788086,98.68255615234375,-0.14722437763223412,0.8742387240990669,-0.8742387240990669,-11.348281860351562,19.0,-0.5972779926500822,34.28620910644531,9.928246409783272,8.553205422245036,0.5263157894736842,0.05263157894736842,0,8.572395324707031,High-RUL plateau — review,87.0,87.0,11.68255615234375,11.68255615234375
23,130,20,124.3360824584961,121.25410461425781,-0.020619254232120986,-0.08171403927910431,0.08171403927910431,0.335601806640625,19.0,0.017663252981085526,4.375762939453125,1.1728036480159012,1.0739888368323185,0.15789473684210525,0.5789473684210527,0,3.40142822265625,High-RUL plateau — review,113.0,113.0,8.254104614257812,8.254104614257812
26,76,20,122.93426513671875,115.99744415283203,-0.02082664567969722,-0.1899047277923807,0.1899047277923807,4.720252990722656,19.0,0.24843436793277138,5.077392578125,1.7301723322325564,1.3395427435371061,0.21052631578947367,0.3157894736842105,0,4.468780517578125,High-RUL plateau — review,119.0,119.0,-3.0025558471679688,3.0025558471679688
28,158,20,124.61026763916016,112.13614654541016,-0.057958272150856784,-0.056581012467693495,0.056581012467693495,1.6185226440429688,19.0,0.08518540231805098,2.4154815673828125,0.674627110194503,0.590486937192294,0.05263157894736842,0.5263157894736842,0,1.6436004638671875,High-RUL plateau — review,97.0,97.0,15.136146545410156,15.136146545410156
33,50,20,112.56181335449219,111.36896514892578,-0.029553254162994293,0.04781301971665127,-0.04781301971665127,-1.8638534545898438,19.0,-0.09809755024157073,3.8571014404296875,1.0292108869303913,0.9915960510038437,0.05263157894736842,0.3684210526315789,0,1.1611480712890625,High-RUL plateau — review,106.0,106.0,5.368965148925781,5.368965148925781
39,37,20,123.98245239257812,122.71208190917969,0.03802888163914334,0.06318225717185784,-0.06318225717185784,-0.27117919921875,19.0,-0.01427258943256579,3.0000991821289062,0.8085241202943282,0.721787594925584,0.05263157894736842,0.5789473684210527,0,1.1627120971679688,High-RUL plateau — review,142.0,125.0,-2.2879180908203125,2.2879180908203125
47,73,20,83.98220825195312,108.41256713867188,0.15353763019628122,-0.04395486932051875,0.04395486932051875,1.3812637329101562,19.0,0.07269809120579769,4.614097595214844,1.2279304393627801,1.2014878894766097,0.15789473684210525,0.47368421052631576,0,4.150489807128906,High-RUL plateau — review,135.0,125.0,-16.587432861328125,16.587432861328125
51,144,20,121.8604736328125,113.09201049804688,0.04008867075067469,0.25184449504192796,-0.25184449504192796,-2.7745513916015625,19.0,-0.14602902061060855,16.04192352294922,4.471061525885775,4.228650886074521,0.3684210526315789,0.15789473684210525,1,11.673332214355469,High-RUL plateau — review,114.0,114.0,-0.907989501953125,0.907989501953125
54,121,20,123.6829605102539,120.927490234375,-0.02762482796495812,-0.09158914895882288,0.09158914895882288,1.5173568725585938,19.0,0.07986088802939967,4.5713653564453125,1.3116421882526148,1.2006186755674397,0.15789473684210525,0.2631578947368421,0,2.6863250732421875,High-RUL plateau — review,97.0,97.0,23.927490234375,23.927490234375
55,113,20,121.24747467041016,114.45014953613281,-0.09204660022605403,-0.2525831581058348,0.2525831581058348,1.2523193359375,19.0,0.06591154399671052,13.712905883789062,3.4777713370710517,3.1581009486676663,0.3684210526315789,0.05263157894736842,0,6.5575408935546875,High-RUL plateau — review,137.0,125.0,-10.549850463867188,10.549850463867188
57,160,20,107.6708755493164,110.97395324707031,-0.016700717280481524,0.3180614270661993,-0.3180614270661993,2.0794219970703125,19.0,0.10944326300370066,21.227981567382812,6.65929421290031,6.40175970263934,0.3684210526315789,0.05263157894736842,1,13.153633117675781,High-RUL plateau — review,103.0,103.0,7.9739532470703125,7.9739532470703125
59,94,20,123.8094482421875,116.6829833984375,-0.03840920759350583,-0.3789141834230348,0.3789141834230348,6.064605712890625,19.0,0.3191897743626645,8.991043090820312,2.593142556303333,1.3965986182650325,0.15789473684210525,0.2631578947368421,0,2.66571044921875,High-RUL plateau — review,114.0,114.0,2.6829833984375,2.6829833984375
65,71,20,123.51226806640625,121.88595581054688,-0.023532060742138733,0.06279347928843108,-0.06279347928843108,-1.280853271484375,19.0,-0.067413330078125,2.3385238647460938,0.7042821485965234,0.6040760674067557,0.21052631578947367,0.5263157894736842,0,1.5856170654296875,High-RUL plateau — review,128.0,125.0,-3.114044189453125,3.114044189453125
67,71,20,123.23724365234375,118.36756896972656,0.12990516724001178,-0.06533862809489548,0.06533862809489548,1.7254180908203125,19.0,0.09081147846422698,13.497962951660156,4.266236790976584,4.249567927919047,0.3157894736842105,0.21052631578947367,0,7.071754455566406,High-RUL plateau — review,77.0,77.0,41.36756896972656,41.36756896972656
71,68,20,122.06599426269531,112.85960388183594,-0.15262598532158267,-0.10034963851584529,0.10034963851584529,5.693473815917969,19.0,0.2996565166272615,9.375190734863281,2.233143584593693,2.1568729931467425,0.47368421052631576,0.10526315789473684,0,6.106483459472656,High-RUL plateau — review,118.0,118.0,-5.1403961181640625,5.1403961181640625
73,112,20,123.92205047607422,115.56829071044922,-0.08182633971151258,0.15092497517291925,-0.15092497517291925,4.022758483886719,19.0,0.21172413073087992,15.797073364257812,4.835977654403332,4.757026360924902,0.3684210526315789,0.10526315789473684,0,6.683296203613281,High-RUL plateau — review,131.0,125.0,-9.431709289550781,9.431709289550781
74,137,20,118.68151092529297,110.16183471679688,0.049842295599577244,-0.11337284862547128,0.11337284862547128,3.19537353515625,19.0,0.16817755448190788,3.199249267578125,1.0951142710117203,0.8785781828000272,0.15789473684210525,0.3684210526315789,0,2.0030288696289062,High-RUL plateau — review,126.0,125.0,-14.838165283203125,14.838165283203125
78,72,20,122.65574645996094,123.82441711425781,0.008214238970461162,0.021144425241568406,-0.021144425241568406,-1.0854721069335938,19.0,-0.05713011089124178,1.3094558715820312,0.3191371121459081,0.2949285726219995,0.0,0.7894736842105263,0,0.65594482421875,High-RUL plateau — review,107.0,107.0,16.824417114257812,16.824417114257812
83,73,20,118.73432159423828,122.82594299316406,-0.14445892822649808,1.344037352827258,-1.344037352827258,-27.601104736328125,19.0,-1.452689722964638,28.80791473388672,8.533167244321824,3.5708448197711333,0.5263157894736842,0.2631578947368421,0,8.008346557617188,High-RUL plateau — review,137.0,125.0,-2.1740570068359375,2.1740570068359375
86,110,20,120.16693878173828,115.92167663574219,0.2801501416483945,0.9285341076384819,-0.9285341076384819,-17.277801513671875,19.0,-0.9093579744037829,32.22657012939453,8.370409360245413,6.434004547887598,0.42105263157894735,0.15789473684210525,1,15.223365783691406,High-RUL plateau — review,89.0,89.0,26.921676635742188,26.921676635742188
87,56,20,122.27059173583984,119.25318908691406,-0.042617059943616024,-0.18811308781903363,0.18811308781903363,2.8301773071289062,19.0,0.1489567003752056,5.167327880859375,1.5402159796331687,1.0934637693011893,0.15789473684210525,0.2631578947368421,0,2.420440673828125,High-RUL plateau — review,116.0,116.0,3.2531890869140625,3.2531890869140625
88,68,20,113.74205017089844,111.22178649902344,0.4118617580160584,0.411353302001954,-0.411353302001954,-10.919059753417969,19.0,-0.5746873554430509,11.722869873046875,3.4972071598585197,2.5698587986419956,0.21052631578947367,0.5263157894736842,0,7.683929443359375,High-RUL plateau — review,115.0,115.0,-3.7782135009765625,3.7782135009765625
89,177,20,114.06031799316406,113.24616241455078,-0.00630877387442905,-0.07202339459182532,0.07202339459182532,0.46477508544921875,19.0,0.02446184660259046,3.597381591796875,0.8082402773685503,0.6933774689569666,0.05263157894736842,0.7894736842105263,0,3.231536865234375,High-RUL plateau — review,136.0,125.0,-11.753837585449219,11.753837585449219
99,97,20,123.68190002441406,120.47765350341797,-0.016341687151689967,-0.08900852059959526,0.08900852059959526,2.487945556640625,19.0,0.13094450298108554,3.4709548950195312,0.8338383130604657,0.6571625755814554,0.0,0.7368421052631579,0,1.8902664184570312,High-RUL plateau — review,117.0,117.0,3.4776535034179688,3.4776535034179688
29,171,20,124.18885040283203,98.11390686035156,-0.13057195748732867,-0.8254956754526757,0.8254956754526757,3.8732070922851562,19.0,0.2038530048571135,23.027389526367188,6.8178042525501334,4.881031797913015,0.47368421052631576,0.0,0,7.010765075683594,Mixed trajectory,90.0,90.0,8.113906860351562,8.113906860351562
58,176,20,122.34890747070312,38.45198059082031,-0.46847117051400156,-0.1663501223227122,0.1663501223227122,2.5277671813964844,19.0,0.133040377968236,14.519371032714844,3.8109247623249702,3.6882301267421798,0.2631578947368421,0.2631578947368421,0,8.490089416503906,Mixed trajectory,37.0,37.0,1.4519805908203125,1.4519805908203125
84,172,20,115.99268341064453,66.97105407714844,-0.2674588226715211,-0.05587998010162052,0.05587998010162052,2.1221847534179688,19.0,0.11169393439041941,23.442001342773438,5.23561737849173,5.22569266309332,0.47368421052631576,0.10526315789473684,1,14.970954895019531,Mixed trajectory,58.0,58.0,8.971054077148438,8.971054077148438
7,160,20,122.47271728515625,105.65744018554688,-0.10724939702614109,0.46647107117158054,-0.46647107117158054,8.521942138671875,19.0,0.4485232704564145,23.25152587890625,7.0454598263130395,6.5117940508904475,0.3157894736842105,0.10526315789473684,0,8.783035278320312,RUL increasing despite ageing,91.0,91.0,14.657440185546875,14.657440185546875
18,133,20,118.9267578125,30.684062957763672,-0.5627300446607091,-2.5356657472768216,2.5356657472768216,42.77267837524414,19.0,2.25119359869706,43.80231857299805,15.31534701126996,4.558028968426034,0.15789473684210525,0.15789473684210525,1,11.279651641845703,Rapid degradation signal,28.0,28.0,2.684062957763672,2.684062957763672
24,186,20,123.75875854492188,24.347787857055664,-0.49028438505707495,-1.4672856882998813,1.4672856882998813,30.48243522644043,19.0,1.6043386961284436,30.48243522644043,8.811577593366353,2.4615172668874075,0.05263157894736842,0.0,0,5.926856994628906,Rapid degradation signal,20.0,20.0,4.347787857055664,4.347787857055664
32,145,20,122.64191436767578,59.36897659301758,-0.35968396383990375,-1.6622214267128397,1.6622214267128397,35.42948532104492,19.0,1.8647097537392063,36.31637191772461,10.921473247338469,5.2354073879218115,0.10526315789473684,0.2631578947368421,1,13.579917907714844,Rapid degradation signal,48.0,48.0,11.368976593017578,11.368976593017578
61,159,20,123.14643096923828,18.300344467163086,-0.6406158051457762,-1.8851861810325703,1.8851861810325703,33.087148666381836,19.0,1.7414288771779913,33.12588691711426,11.103320947314801,2.26178367635752,0.10526315789473684,0.10526315789473684,0,8.293262481689453,Rapid degradation signal,21.0,21.0,-2.699655532836914,2.699655532836914
64,168,20,122.64695739746094,21.13848114013672,-0.45091853281847016,-1.939564532803415,1.939564532803415,33.55631637573242,19.0,1.7661219145122327,40.75174331665039,12.496750969750273,5.575415510769818,0.15789473684210525,0.15789473684210525,0,9.733203887939453,Rapid degradation signal,28.0,28.0,-6.861518859863281,6.861518859863281
100,198,20,122.80377197265625,23.27684783935547,-0.42965261791623416,-1.6984801371294753,1.6984801371294753,30.240062713623047,19.0,1.5915822480854236,30.240062713623047,10.13919120880078,2.6234408815897154,0.05263157894736842,0.15789473684210525,0,8.475227355957031,Rapid degradation signal,20.0,20.0,3.2768478393554688,3.2768478393554688
3,126,20,113.35074615478516,42.99367141723633,-0.22171212457314213,-2.6075356705744577,2.6075356705744577,46.16775131225586,19.0,2.4298816480134664,57.834346771240234,17.074238787016878,8.090415599228752,0.2631578947368421,0.0,3,11.822036743164062,Unstable trajectory,69.0,69.0,-26.006328582763672,26.006328582763672
6,105,20,124.03973388671875,111.11564636230469,-0.08183752594215662,-0.38058978202647514,0.38058978202647514,2.120208740234375,19.0,0.11158993369654606,18.1571044921875,4.1536299890288575,3.526531827188919,0.15789473684210525,0.3684210526315789,2,11.490982055664062,Unstable trajectory,93.0,93.0,18.115646362304688,18.115646362304688
10,192,20,121.30042266845703,90.00485229492188,-0.1729896789203388,1.5548833689295285,-1.5548833689295285,-18.239105224609375,19.0,-0.9599529065583882,40.45184326171875,11.713406512137215,7.5376800770333325,0.631578947368421,0.05263157894736842,3,11.084831237792969,Unstable trajectory,96.0,96.0,-5.995147705078125,5.995147705078125
13,195,20,122.329345703125,69.61408996582031,-0.1490698046454987,-0.3153687957534179,0.3153687957534179,21.317771911621094,19.0,1.1219879953484786,39.321434020996094,10.163685716255316,9.99967730566466,0.47368421052631576,0.10526315789473684,5,21.456588745117188,Unstable trajectory,95.0,95.0,-25.385910034179688,25.385910034179688
