unit,actual_rul,predicted_rul_mean,predicted_rul_median,mc_standard_deviation,raw_percentile_05,raw_percentile_95,calibrated_lower_bound,calibrated_upper_bound,interval_width,prediction_error,absolute_error,confidence,health_status,recommendation,actual_inside_interval,ridge_prediction,final_predicted_rul,recent_slope,recent_predicted_drop,recent_decline_ratio,recent_prediction_range,recent_prediction_std,recent_residual_std,monotonicity_violation_rate,large_jump_count,largest_single_cycle_jump,trajectory_flag,model_disagreement,disagreement_level,mc_deterministic_gap,mc_gap_level,conservative_rul,engine_condition,prediction_trust,trajectory_trust,condition_severity_score,reliability_risk_score,reliability_risk,review_flag,operational_priority_score,operational_priority,operational_action,condition_priority,review_priority,operational_priority_order
66,14.0,22.237403869628903,21.76313018798828,6.664867401123047,12.0776948928833,34.63160705566406,11.717229843139648,32.75757598876953,21.040346145629883,8.237403869628906,8.237403869628906,Medium,Warning,Immediate inspection recommended,True,36.92356,23.683673858642575,-0.3218673863805326,7.554176330566406,0.3975882279245477,7.554176330566406,2.0932302585077056,0.967966417712422,0.1052631578947368,0,2.5488243103027344,Consistent degradation,14.6861561303711,Medium,1.4462699890136719,Low,11.717229843139648,Critical,Medium,High,90.62621612548828,20.872219800949097,Low,Recommended,69.70001722812653,Immediate,Engineering review is recommended before making a high-consequence decision. Inspect immediately and restrict continued operation until the physical engine condition is verified. The recent RUL trajectory shows a broadly consistent degradation pattern.,1,2,1
100,20.0,22.51368904113769,21.664051055908203,6.555214881896973,13.735363960266112,33.37657165527344,12.144014358520508,32.88336181640625,20.739347457885746,2.5136890411376958,2.5136890411376958,Medium,Warning,Immediate inspection recommended,True,16.50962,23.27684783935547,-1.698480137129475,30.240062713623047,1.5915822480854236,30.240062713623047,10.13919120880078,2.6234408815897154,0.0526315789473684,0,8.475227355957031,Rapid degradation signal,6.00406904113769,Low,0.763158798217777,Low,12.144014358520508,Critical,High,Medium,90.28478851318359,17.031641562779747,Low,Recommended,68.30884442806243,Immediate,Engineering review is recommended before making a high-consequence decision. Inspect immediately and restrict continued operation until the physical engine condition is verified. The predicted RUL is declining rapidly and should be checked against recent sensor trends.,1,2,1
61,21.0,20.46000862121582,19.776050567626957,4.623403072357178,14.383703231811523,30.359962463378903,12.741782188415527,28.1782341003418,15.43645191192627,-0.5399913787841797,0.5399913787841797,High,Warning,Immediate inspection recommended,True,18.446014,18.30034446716309,-1.8851861810325703,33.08714866638184,1.741428877177991,33.12588691711426,11.1033209473148,2.26178367635752,0.1052631578947368,0,8.293262481689453,Rapid degradation signal,2.0139946212158186,Low,2.159664154052731,Low,12.741782188415527,Critical,High,Medium,89.80657424926758,17.21988805135091,Low,Recommended,68.03056838989258,Immediate,Engineering review is recommended before making a high-consequence decision. Inspect immediately and restrict continued operation until the physical engine condition is verified. The predicted RUL is declining rapidly and should be checked against recent sensor trends.,1,2,1
64,28.0,23.09930229187012,22.384567260742188,5.476573944091797,15.65435028076172,33.019134521484375,14.2100830078125,31.98852157592773,17.778438568115234,-4.900697708129883,4.900697708129883,Medium,Warning,Immediate inspection recommended,True,29.152527,21.13848114013672,-1.939564532803415,33.55631637573242,1.7661219145122329,40.75174331665039,12.496750969750272,5.575415510769818,0.1578947368421052,0,9.733203887939451,Rapid degradation signal,6.0532247081298785,Low,1.960821151733402,Low,14.2100830078125,Critical,High,Medium,88.63193359375,17.1536070505778,Low,Recommended,67.18843563079834,Immediate,Engineering review is recommended before making a high-consequence decision. Inspect immediately and restrict continued operation until the physical engine condition is verified. The predicted RUL is declining rapidly and should be checked against recent sensor trends.,1,2,1
40,28.0,28.903949737548828,28.307880401611328,6.2409257888793945,19.09607696533203,39.71747970581055,18.96564292907715,38.84225463867188,19.876611709594727,0.903949737548828,0.903949737548828,Medium,Warning,Immediate inspection recommended,True,46.584625,30.351791381835938,-1.2257641684740097,20.903358459472656,1.1001767610248767,23.25922393798828,7.604676923314255,2.80589724815821,0.1578947368421052,0,5.0184326171875,Consistent degradation,17.680675262451174,Medium,1.4478416442871094,Low,18.96564292907715,Critical,Medium,High,84.82748565673828,20.482613881429035,Low,Recommended,65.5240241241455,Immediate,Engineering review is recommended before making a high-consequence decision. Inspect immediately and restrict continued operation until the physical engine condition is verified. The recent RUL trajectory shows a broadly consistent degradation pattern.,1,2,1
68,8.0,9.933022499084473,9.083866119384766,4.782299518585205,4.451519966125488,17.271711349487305,1.9967079162597656,17.86933708190918,15.872629165649414,1.9330224990844729,1.9330224990844729,High,Critical,Immediate inspection recommended,True,0.0,8.368096351623535,-1.0576442869086002,18.175585746765137,0.9566097761455336,18.389302253723145,6.216133969226275,1.202701634719881,0.0526315789473684,0,3.608070373535156,Consistent degradation,9.933022499084473,Low,1.5649261474609375,Low,0.0,Critical,High,High,100.0,0.5216420491536459,Low,Not required,70.1564926147461,Immediate,Inspect immediately and restrict continued operation until the physical engine condition is verified. The recent RUL trajectory shows a broadly consistent degradation pattern.,1,3,1
34,7.0,8.733978271484375,8.169742584228516,3.750410318374634,4.344315528869629,15.232162475585938,2.213951110839844,15.254005432128906,13.040054321289062,1.733978271484375,1.733978271484375,High,Critical,Immediate inspection recommended,True,0.0,7.506158351898193,-0.7458840739458126,19.51532220840454,1.0271222214949758,19.51532220840454,4.652547465084145,1.7742016355649424,0.0,0,2.925010681152344,Consistent degradation,8.733978271484375,Low,1.2278199195861816,Low,0.0,Critical,High,High,100.0,0.4092733065287272,Low,Not required,70.12278199195862,Immediate,Inspect immediately and restrict continued operation until the physical engine condition is verified. The recent RUL trajectory shows a broadly consistent degradation pattern.,1,3,1
81,8.0,9.56846523284912,8.295677185058594,4.989109039306641,3.78569221496582,21.3541202545166,1.3483009338378906,17.78862953186035,16.44032859802246,1.568465232849121,1.568465232849121,High,Critical,Immediate inspection recommended,True,0.0,9.79885482788086,-0.681137402613361,15.724281311035156,0.8275937532123766,15.724281311035156,4.055415391341748,1.010008730229079,0.0526315789473684,0,4.443356513977051,Consistent degradation,9.56846523284912,Low,0.23038959503174006,Low,0.0,Critical,High,High,100.0,0.07679653167724669,Low,Not required,70.02303895950317,Immediate,Inspect immediately and restrict continued operation until the physical engine condition is verified. The recent RUL trajectory shows a broadly consistent degradation pattern.,1,3,1
35,11.0,13.591411590576172,12.88833999633789,6.376078605651856,4.524924755096436,24.48904800415039,3.4676055908203125,23.71521759033203,20.24761199951172,2.591411590576172,2.591411590576172,Medium,Critical,Immediate inspection recommended,True,21.485443,14.102489471435549,-0.4890211707667301,11.993534088134766,0.6312386362176192,13.524040222167969,3.145681951891429,1.3942213726574657,0.1052631578947368,0,5.988861083984375,Consistent degradation,7.894031409423828,Low,0.5110778808593768,Low,3.4676055908203125,Critical,High,High,97.22591552734376,0.2632137934366868,Low,Not required,68.13710500717164,Immediate,Inspect immediately and restrict continued operation until the physical engine condition is verified. The recent RUL trajectory shows a broadly consistent degradation pattern.,1,3,1
49,21.0,15.826164245605469,14.742767333984377,6.651127815246582,7.742738723754883,26.508373260498047,5.324847221374512,26.32748031616211,21.00263214111328,-5.173835754394531,5.173835754394531,Medium,Critical,Immediate inspection recommended,True,25.39589,16.390439987182617,-0.8659687529829173,14.02373504638672,0.7380913182308799,17.12026023864746,5.211190058890922,1.490726092173079,0.1052631578947368,0,3.690340042114258,Consistent degradation,9.569725754394533,Low,0.5642757415771484,Low,5.324847221374512,Critical,High,High,95.7401222229004,0.5640789667765299,Low,Not required,67.18730924606324,Immediate,Inspect immediately and restrict continued operation until the physical engine condition is verified. The recent RUL trajectory shows a broadly consistent degradation pattern.,1,3,1
90,28.0,27.57733154296875,25.71227264404297,8.421329498291016,17.7027645111084,43.42787170410156,14.646379470825195,40.50828552246094,25.861906051635746,-0.42266845703125,0.42266845703125,Medium,Warning,Immediate inspection recommended,True,29.973587,24.47712135314941,-0.5849206178708188,16.80694007873535,0.88457579361765,16.80694007873535,4.41068196288835,2.8422213287327738,0.1578947368421052,0,6.877586364746094,Consistent degradation,2.3962554570312484,Low,3.1002101898193395,Low,14.646379470825195,Critical,Medium,High,88.28289642333984,15.731618165969852,Low,Not required,66.51751294612883,Immediate,Inspect immediately and restrict continued operation until the physical engine condition is verified. The recent RUL trajectory shows a broadly consistent degradation pattern.,1,3,1
36,19.0,23.780916213989254,23.141225814819336,7.333920478820801,14.58930778503418,35.115081787109375,12.342453956604004,35.21937942504883,22.87692642211914,4.780916213989258,4.780916213989258,Medium,Warning,Immediate inspection recommended,True,26.226837,24.961917877197266,-0.8064581706111599,19.33712387084961,1.0177433616236635,19.33712387084961,5.02727730256229,1.91011926601984,0.1052631578947368,0,5.165351867675781,Consistent degradation,2.4459207860107455,Low,1.1810016632080114,Low,12.342453956604004,Critical,High,High,90.1260368347168,1.4725146293640146,Low,Not required,63.52998017311096,Immediate,Inspect immediately and restrict continued operation until the physical engine condition is verified. The recent RUL trajectory shows a broadly consistent degradation pattern.,1,3,1
3,69.0,44.67302703857422,43.792423248291016,11.120516777038574,30.42106437683105,61.6101188659668,28.037389755249023,61.30866241455078,33.271270751953125,-24.32697296142578,24.32697296142578,Low,Warning,Plan maintenance soon,False,67.60764,42.99367141723633,-2.6075356705744577,46.16775131225586,2.4298816480134664,57.83434677124024,17.074238787016878,8.090415599228752,0.2631578947368421,3,11.822036743164062,Unstable trajectory,22.934612961425785,High,1.6793556213378906,Low,28.037389755249023,Warning,Low,Low,77.57008819580078,80.53651173909505,High,Required,78.46001525878906,High,Manual engineering review is required before the predicted RUL is used for an operational or maintenance decision. Increase inspection frequency and prepare an early maintenance intervention. The predicted RUL contains large jumps or excessive oscillations and should not be used without review.,2,1,2
93,85.0,43.259521484375,42.143096923828125,10.597509384155272,27.288387298583984,62.29775619506836,27.34172248840332,59.17732238769531,31.835599899291992,-41.740478515625,41.740478515625,Low,Warning,Plan maintenance soon,False,64.06754,43.3449821472168,-0.510376128576751,12.173912048339844,0.6407322130705181,14.964698791503906,4.220685395530055,3.02540891507126,0.3157894736842105,0,6.7092132568359375,Consistent degradation,20.808018515624994,High,0.08546066284179688,Low,27.34172248840332,Warning,Low,High,78.12662200927734,44.46683684984843,Medium,Required,68.02868646144866,High,Manual engineering review is required before the predicted RUL is used for an operational or maintenance decision. Increase inspection frequency and prepare an early maintenance intervention. The recent RUL trajectory shows a broadly consistent degradation pattern.,2,1,2
98,59.0,68.70337677001953,67.93240356445312,17.100482940673828,44.16569519042969,105.96997833251952,43.86012268066406,93.546630859375,49.68650817871094,9.703376770019531,9.703376770019531,Low,Monitor,Manual review required,True,77.70619,62.90640258789063,-1.9619527372202483,40.55152893066406,2.13429099635074,50.3077507019043,16.37055371554459,11.832463073930152,0.2105263157894736,6,19.415679931640625,Unstable trajectory,9.002813229980475,Low,5.796974182128899,Low,43.86012268066406,Warning,Low,Low,64.91190185546876,73.0647652943929,High,Required,67.35776088714599,High,Manual engineering review is required before the predicted RUL is used for an operational or maintenance decision. Increase inspection frequency and prepare an early maintenance intervention. The predicted RUL contains large jumps or excessive oscillations and should not be used without review.,2,1,2
43,59.0,66.17779541015625,67.55357360839844,14.996514320373535,41.51874542236328,88.59400177001953,44.2222785949707,88.13331604003906,43.91103744506836,7.17779541015625,7.17779541015625,Low,Monitor,Manual review required,True,77.23249,62.80417251586914,-3.042056262941285,46.28059768676758,2.435820930882504,56.23875045776367,18.616870483547093,6.2360910750831104,0.4210526315789473,4,18.38514709472656,Unstable trajectory,11.054694589843749,Medium,3.3736228942871094,Low,44.2222785949707,Warning,Medium,Low,64.62217712402344,65.091180006663,High,Required,64.7628779888153,High,Manual engineering review is required before the predicted RUL is used for an operational or maintenance decision. Increase inspection frequency and prepare an early maintenance intervention. The predicted RUL contains large jumps or excessive oscillations and should not be used without review.,2,1,2
45,114.0,64.61746978759766,64.0001449584961,13.475433349609377,45.66762161254883,88.58799743652344,44.74966430664063,84.48527526855469,39.73561096191406,-49.38253021240234,49.38253021240234,Low,Monitor,Manual review required,False,73.08087,62.45363235473633,-1.9340061646655096,49.2343864440918,2.591283497057463,49.57424545288086,13.170649621073167,7.007023733084932,0.2105263157894736,3,13.577922821044922,Unstable trajectory,8.463400212402348,Low,2.163837432861328,Low,44.74966430664063,Warning,Medium,Low,64.2002685546875,55.62213325500488,Medium,Required,61.626827964782706,High,Manual engineering review is required before the predicted RUL is used for an operational or maintenance decision. Increase inspection frequency and prepare an early maintenance intervention. The predicted RUL contains large jumps or excessive oscillations and should not be used without review.,2,1,2
58,37.0,39.8781623840332,39.55901336669922,9.411840438842772,24.20833396911621,55.16049957275391,25.58771514892578,54.16860961914063,28.580894470214844,2.878162384033203,2.878162384033203,Medium,Warning,Plan maintenance soon,True,57.54653,38.45198059082031,-0.1663501223227122,2.5277671813964844,0.133040377968236,14.519371032714844,3.81092476232497,3.68823012674218,0.2631578947368421,0,8.490089416503906,Mixed trajectory,17.668367615966794,Medium,1.4261817932128906,Low,25.58771514892578,Warning,Medium,Medium,79.52982788085937,41.19322935740153,Medium,Recommended,68.02884832382202,High,Engineering review is recommended before making a high-consequence decision. Increase inspection frequency and prepare an early maintenance intervention. The temporal prediction pattern is mixed and does not provide a stable degradation trend.,2,2,2
84,58.0,65.79792785644531,65.48223876953125,15.420119285583496,42.14402389526367,93.80519104003906,43.26100540161133,88.33485412597656,45.073848724365234,7.797927856445312,7.797927856445312,Low,Monitor,Manual review required,True,76.95627,66.97105407714844,-0.0558799801016205,2.1221847534179688,0.1116939343904194,23.44200134277344,5.23561737849173,5.22569266309332,0.4736842105263157,1,14.970954895019531,Mixed trajectory,11.158342143554691,Medium,1.173126220703125,Low,43.26100540161133,Warning,Low,Medium,65.39119567871094,59.793735345204674,Medium,Recommended,63.71195757865906,High,Engineering review is recommended before making a high-consequence decision. Increase inspection frequency and prepare an early maintenance intervention. The temporal prediction pattern is mixed and does not provide a stable degradation trend.,2,2,2
18,28.0,33.612606048583984,33.12892150878906,7.143327713012695,22.74934959411621,44.5897331237793,22.43573570251465,44.78947448730469,22.35373878479004,5.612606048583984,5.612606048583984,Medium,Warning,Plan maintenance soon,True,38.98146,30.684062957763672,-2.5356657472768216,42.77267837524414,2.25119359869706,43.80231857299805,15.31534701126996,4.558028968426034,0.1578947368421052,1,11.279651641845703,Rapid degradation signal,5.368853951416014,Low,2.9285430908203125,Low,22.43573570251465,Warning,High,Medium,82.05141143798829,18.358833074569702,Low,Recommended,62.94363792896271,High,Engineering review is recommended before making a high-consequence decision. Increase inspection frequency and prepare an early maintenance intervention. The predicted RUL is declining rapidly and should be checked against recent sensor trends.,2,2,2
46,47.0,37.44493103027344,37.045448303222656,7.337220668792725,25.86103057861328,47.8699951171875,26.001937866210938,48.88792419433594,22.885986328125,-9.555068969726562,9.555068969726562,Medium,Warning,Plan maintenance soon,True,54.37339,34.80038070678711,-0.8528988228704695,24.029029846191406,1.264685781378495,24.029029846191406,5.93859100600011,3.3286037265279065,0.2631578947368421,0,9.33083724975586,Consistent degradation,16.928458969726563,Medium,2.644550323486328,Low,26.001937866210938,Warning,Medium,High,79.19844970703124,21.963761647542317,Low,Recommended,62.028043289184566,High,Engineering review is recommended before making a high-consequence decision. Increase inspection frequency and prepare an early maintenance intervention. The recent RUL trajectory shows a broadly consistent degradation pattern.,2,2,2
38,50.0,52.46101379394531,50.81645584106445,13.41207790374756,33.708553314208984,75.93013000488281,32.68016815185547,72.24185943603516,39.56169128417969,2.4610137939453125,2.4610137939453125,Low,Monitor,Manual review required,True,65.538124,51.63373565673828,-1.064765738006816,16.512901306152344,0.8691000687448602,32.13124084472656,8.513820172194622,5.898198188410069,0.2631578947368421,0,5.660430908203125,Consistent degradation,13.077110206054684,Medium,0.8272781372070312,Low,32.68016815185547,Warning,Medium,High,73.85586547851562,27.611393610636394,Low,Recommended,59.98252391815185,High,Engineering review is recommended before making a high-consequence decision. Increase inspection frequency and prepare an early maintenance intervention. The recent RUL trajectory shows a broadly consistent degradation pattern.,2,2,2
94,55.0,68.85102844238281,67.22618103027344,14.309904098510742,46.3475456237793,94.30744934082033,47.83789825439453,89.8641586303711,42.02626037597656,13.851028442382812,13.851028442382812,Low,Monitor,Manual review required,True,72.33947,67.42640686035156,-0.0142040051912006,-0.9179916381835938,-0.0483153493780838,10.844348907470703,2.8977156847964185,2.896557936116546,0.4210526315789473,0,9.590934753417969,Weak degradation / plateau,3.488441557617193,Low,1.42462158203125,Low,47.83789825439453,Warning,Medium,Low,61.72968139648438,52.2347215016683,Medium,Recommended,58.88119342803955,High,Engineering review is recommended before making a high-consequence decision. Increase inspection frequency and prepare an early maintenance intervention. The predicted RUL shows weak degradation despite continued engine ageing.,2,2,2
32,48.0,60.984161376953125,60.3393440246582,9.237882614135742,45.2375602722168,77.57405853271484,46.93247604370117,75.03585052490234,28.10337448120117,12.984161376953123,12.984161376953123,Medium,Monitor,Increase monitoring frequency,True,58.518112,59.36897659301758,-1.6622214267128397,35.42948532104492,1.8647097537392063,36.31637191772461,10.921473247338469,5.235407387921812,0.1052631578947368,1,13.579917907714844,Rapid degradation signal,2.466049376953123,Low,1.6151847839355469,Low,46.93247604370117,Warning,Medium,Medium,62.454019165039064,32.577160358428955,Medium,Recommended,53.49096152305603,High,Engineering review is recommended before making a high-consequence decision. Increase inspection frequency and prepare an early maintenance intervention. The predicted RUL is declining rapidly and should be checked against recent sensor trends.,2,2,2
72,50.0,60.87736892700195,59.84217071533203,10.274758338928224,46.1422233581543,78.4821548461914,45.40254974365234,76.35218811035156,30.94963836669922,10.877368927001951,10.877368927001951,Low,Monitor,Manual review required,True,76.616394,59.56230545043945,-1.4365834228974552,25.96627426147461,1.3666460137618217,30.30547332763672,8.990472158419408,3.4940195945979475,0.2631578947368421,1,12.46051788330078,Consistent degradation,15.739025072998047,Medium,1.3150634765625,Low,45.40254974365234,Warning,Medium,High,63.67796020507813,24.544468879699707,Low,Recommended,51.9379128074646,High,Engineering review is recommended before making a high-consequence decision. Increase inspection frequency and prepare an early maintenance intervention. The recent RUL trajectory shows a broadly consistent degradation pattern.,2,2,2
52,29.0,40.25337219238281,40.83565521240234,9.954425811767578,24.15969657897949,54.84717559814453,25.21821594238281,55.28852844238281,30.0703125,11.253372192382812,11.253372192382812,Medium,Warning,Plan maintenance soon,True,43.377605,42.79098892211914,-0.9852853072317044,19.087703704833984,1.0046159844649465,19.087703704833984,6.084773613016041,2.1784851682199964,0.1052631578947368,0,5.008022308349609,Consistent degradation,3.12423280761719,Low,2.537616729736328,Low,25.21821594238281,Warning,Medium,High,79.82542724609375,17.12223943074544,Low,Not required,61.014470901489254,High,Increase inspection frequency and prepare an early maintenance intervention. The recent RUL trajectory shows a broadly consistent degradation pattern.,2,3,2
53,26.0,31.330245971679688,31.585134506225582,7.095365047454834,20.24169540405273,42.883785247802734,20.21920394897461,42.441287994384766,22.22208404541016,5.330245971679688,5.330245971679688,Medium,Warning,Plan maintenance soon,True,37.349792,32.74513244628906,-1.4299206382349936,27.772647857666016,1.4617183082982113,27.8485107421875,8.916102820865481,3.3928618023536914,0.1052631578947368,1,10.659320831298828,Consistent degradation,6.019546028320313,Low,1.414886474609375,Low,20.21920394897461,Warning,High,High,83.8246368408203,1.3049103418986017,Low,Not required,59.06871889114379,High,Increase inspection frequency and prepare an early maintenance intervention. The recent RUL trajectory shows a broadly consistent degradation pattern.,2,3,2
41,18.0,30.652271270751957,30.114425659179688,6.054852485656738,20.50881576538086,41.27842712402344,20.96935272216797,40.33518981933594,19.36583709716797,12.652271270751951,12.652271270751951,Medium,Warning,Plan maintenance soon,False,34.51847,29.87518310546875,-1.0900460996125876,23.680797576904297,1.2463577672054893,27.572101593017575,8.256070256571206,5.35303927506228,0.3157894736842105,1,10.41791534423828,Consistent degradation,3.866198729248044,Low,0.7770881652832067,Low,20.96935272216797,Warning,High,High,83.22451782226562,0.2590293884277356,Low,Not required,58.33487129211426,High,Increase inspection frequency and prepare an early maintenance intervention. The recent RUL trajectory shows a broadly consistent degradation pattern.,2,3,2
